wallet_id,block_number,token_symbol,value,to_address,from_address
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16449941,USDC,999.791783,0x6797991e463aa6674278b0002e0d1bff31e89506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16449887,USDC,999.791783,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0xa88800cd213da5ae406ce248380802bd53b47647
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16449887,BOB,999.9940987859519,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16439021,DAI,0.0,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0x67966c959e54c580ddb4ce2cfccddec310279506
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16438986,DAI,0.0,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0x6796e71cc3b0a540a593b71f98da1e0d7e189506
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16438986,DAI,0.0,0x6796e71cc3b0a540a593b71f98da1e0d7e189506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16437401,DAI,0.0,0x679dcc4304622e19688022c030525b6840489506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16437397,DAI,0.0,0x679d82f3263c468f314b9580a01b125b41989506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16437340,DAI,0.0,0x679dcc4304622e19688022c030525b6840489506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16437336,DAI,0.0,0x679d82f3263c468f314b9580a01b125b41989506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16437219,DAI,0.0,0x679dcc4304622e19688022c030525b6840489506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16436985,DAI,0.0,0x679d82f3263c468f314b9580a01b125b41989506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16435808,DAI,0.0,0x6797fbd8df7facbe2936d5c2cd254b7852109506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16435570,DAI,399999.99999999994,0x6797991e463aa6674278b0002e0d1bff31e89506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396435,USDC,19998.138102,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396431,USDC,19998.138102,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0xa88800cd213da5ae406ce248380802bd53b47647
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396431,DAI,20000.0,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396383,DAI,0.0,0xa34c3538c0c452b5f5051507df99d2526ee6cd10,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396375,DAI,0.0,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0xa343cc88ba29aa3a01e93111c2c19fcfc9a6cd10
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396371,DAI,0.0,0xa340e8cf60fdce7eb1b8f6938004110c2f0acd10,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396367,DAI,10000.0,0xa34003c08947cc9a0419acbd732ded7146f6cd10,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16396357,DAI,100.0,0x3d4cc8a61c7528fd86c55cfe061a78dcba48edd1,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16388818,USDC,0.0,0x6796e71cc3b0a540a593b71f98da1e0d7e189506,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16387778,USDC,7616.814841,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16387735,USDC,1000.0,0xc0d19f4fae83eb51b2adb59eb649c7bc2b19b2f6,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16387735,BOB,999.9940987859519,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,0xc0d19f4fae83eb51b2adb59eb649c7bc2b19b2f6
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,16387143,USDC,9500.0,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x0039f22efb07a647557c7c5d17854cfd6d489ef3
0x06b51c6882b27cb05e712185531c1f74996dd988,11063630,cUSDC,141.53257353,0x06b51c6882b27cb05e712185531c1f74996dd988,0x39aa39c021dfbae8fac545936693ac917d5e7563
0x06b51c6882b27cb05e712185531c1f74996dd988,11063630,USDC,3.0,0x39aa39c021dfbae8fac545936693ac917d5e7563,0x06b51c6882b27cb05e712185531c1f74996dd988
0x06b51c6882b27cb05e712185531c1f74996dd988,11063613,USDC,3.0,0x06b51c6882b27cb05e712185531c1f74996dd988,0x83a9434597ab27845cc42bb407dbf950da917253
0x0795732aacc448030ef374374eaae57d2965c16c,11327700,cUSDC,140.98157468,0x0795732aacc448030ef374374eaae57d2965c16c,0x39aa39c021dfbae8fac545936693ac917d5e7563
0x0795732aacc448030ef374374eaae57d2965c16c,11327700,USDC,3.0,0x39aa39c021dfbae8fac545936693ac917d5e7563,0x0795732aacc448030ef374374eaae57d2965c16c
0x0795732aacc448030ef374374eaae57d2965c16c,11327571,USDC,3.0,0x0795732aacc448030ef374374eaae57d2965c16c,0xed9fe16e3aaab08085e9c67f807bad37ee500800
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20778611,SUSHI,1516.183360123063,0xb672e180b2eaed190b7423ec8b44aa686fe88f24,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20778593,SUSHI,16.916639876936912,0xb672e180b2eaed190b7423ec8b44aa686fe88f24,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20778582,cbETH,1.4767264160275526,0x1e496d631628b12b91dc367905621dd0d593b515,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20730715,WBTC,2.16971183,0x075d8a5fd744e426f1393c0853fcae6b4c117290,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20730694,WBТC,0.00017438,0x075d62dcf47cc3842e8f718274701c558a4d7290,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20730694,WBTC,0.0,0x075d62dcf47cc3842e8f718274701c558a4d7290,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20730676,WBTC,0.00017438,0x075d8a5fd744e426f1393c0853fcae6b4c117290,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20498744,Earn $WBTC rewards at https://wbtc.fi,4.75,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x0000000000000000000000000000000000000000
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,20057889,$,50000.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x297feab2b12c8b53883ccb616ba67e4454cec4e7
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,19785737,$,49999.99999999999,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x0000000000000000000000000000000000000000
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,19659577,Receive $LQTY at https://liquity-finance.com,7140.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,19537255,eXRD Free Mint Key (https://radix-dlt.com),3500000.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x6468e79a80c0eab0f9a2b574c8d5bc374af59414
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,18952303,Visit website wbtc.gifts to claim rewards,1.2,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,18633521,Visit liquity.gift to claim rewards,0.1,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xa850535d3628cd4dfeb528dc85cfa93051ff2984
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,18402775,Visit wbtc.gift to claim rewards,0.7,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,18292252,GEMFORGE,57419136335.73848,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xe6f8fd3366fed7149d3022923241cf3501636b05
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,17666482,cbETH,1.4767270776850219,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x840deeef2f115cf50da625f7368c24af6fe74410
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,17598584,Rewards Token From https://mkpool.xyz,349.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x91e57a1a065d7e16bf35eb7f10f806e232236897
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,17349570,Visit https://1inchV5.fi to claim rewards,509.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x1111111254fb6c44bac0bed2854e76f90643097d
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573113,T,617669.7695344537,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xe47c80e8c23f6b4a1ae41c34837a0599d5d16bb0
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573113,KEEP,129133.475,0xe47c80e8c23f6b4a1ae41c34837a0599d5d16bb0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573088,KEEP,129112.72549,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x5203aeaaee721195707b01e613b6c3259b3a5cf6
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573063,KEEP,20.75,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x5203aeaaee721195707b01e613b6c3259b3a5cf6
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573020,T,1107536.8771601815,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x1cca7e410ee41739792ea0a24e00349dd247680e
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16573020,NU,339814.199,0x1cca7e410ee41739792ea0a24e00349dd247680e,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16215267,$  Evmosia.com,2500.0,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x3ddfa8ec3052539b6c9549f12cea2c295cff5296
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,16114789,NU,339813.1990657213,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x766113055468f3a070e50b341d36dadddb4ad52f
